experiment,method,est_sigma
s9c1_k10_r1_,spalin,3.159107853870488
s9c1_k10_r1_,spalin-divide-beta1,1.728197583861471
s9c1_k10_r1_,spalin-divide-beta3,1.626721405046433
s9c1_k10_r1_,spalin-divide-beta5,1.490828556988646
s9c1_k10_r1_,spalin-divide-beta7,1.332157702347602
s9c1_k10_r1_,spalin-divide-beta10,1.254434564035923
s9c1_k10_r2_,spalin-spatialonly,3.193793447661476
s9c1_k10_r2_,spalin-divide-beta5-spatialonly,1.338458594743612
s9c1_k10_r2_,spalin,2.536898369330992
s9c1_k10_r2_,spalin-divide-beta1,1.548310455152771
s9c1_k10_r2_,spalin-divide-beta3,1.456497413847754
s9c1_k10_r2_,spalin-divide-beta5,1.360612213374972
s9c1_k10_r2_,spalin-divide-beta7,1.247797815097268
s9c1_k10_r2_,spalin-divide-beta10,1.15030291742488
s9c1_k10_r3_,spalin-spatialonly,3.19375461088303
s9c1_k10_r3_,spalin-divide-beta5-spatialonly,1.33798921271809
s9c1_k10_r3_,spalin,2.84566526232694
s9c1_k10_r3_,spalin-divide-beta1,1.64141813189296
s9c1_k10_r3_,spalin-divide-beta3,1.547726827628075
s9c1_k10_r3_,spalin-divide-beta5,1.428903997611218
s9c1_k10_r3_,spalin-divide-beta7,1.291612341309564
s9c1_k10_r3_,spalin-divide-beta10,1.186792585392342
s9c1_k10_r4_,spalin-spatialonly,3.193793447661476
s9c1_k10_r4_,spalin-divide-beta5-spatialonly,1.337923848996617
s9c1_k10_r4_,spalin,2.836450551795804
s9c1_k10_r4_,spalin-divide-beta1,1.638837630233341
s9c1_k10_r4_,spalin-divide-beta3,1.545183421202606
s9c1_k10_r4_,spalin-divide-beta5,1.426352967004014
s9c1_k10_r4_,spalin-divide-beta7,1.30795824835611
s9c1_k10_r4_,spalin-divide-beta10,1.187286025199225
s9c1_k10_r5_,spalin-spatialonly,3.193793447661476
s9c1_k10_r5_,spalin-divide-beta5-spatialonly,1.338884284204564
s9c1_k10_r5_,spalin,3.03923199003442
s9c1_k10_r5_,spalin-divide-beta1,1.695029499324886
s9c1_k10_r5_,spalin-divide-beta3,1.595467976756277
s9c1_k10_r5_,spalin-divide-beta5,1.464665631858608
s9c1_k10_r5_,spalin-divide-beta7,1.315342763949598
s9c1_k10_r5_,spalin-divide-beta10,1.244394593419693
s3c1_k10_r1_,spalin-spatialonly,2.472570729832795
s3c1_k10_r1_,spalin-divide-beta5-spatialonly,1.154938652372281
s3c1_k10_r1_,spalin,2.491471779723607
s3c1_k10_r1_,spalin-divide-beta1,1.534393910643199
s3c1_k10_r1_,spalin-divide-beta3,1.44377028406486
s3c1_k10_r1_,spalin-divide-beta5,1.318842138317557
s3c1_k10_r1_,spalin-divide-beta7,1.20512911497898
s3c1_k10_r1_,spalin-divide-beta10,1.129521373652098
s3c1_k10_r2_,spalin-spatialonly,2.472570729832795
s3c1_k10_r2_,spalin-divide-beta5-spatialonly,1.154931565034154
s3c1_k10_r2_,spalin,2.317853678518501
s3c1_k10_r2_,spalin-divide-beta1,1.479371488970357
s3c1_k10_r2_,spalin-divide-beta3,1.390538938877539
s3c1_k10_r2_,spalin-divide-beta5,1.27694440601258
s3c1_k10_r2_,spalin-divide-beta7,1.165839189931863
s3c1_k10_r2_,spalin-divide-beta10,1.085698226832252
s3c1_k10_r3_,spalin-spatialonly,2.472570729832795
s3c1_k10_r3_,spalin-divide-beta5-spatialonly,1.154914424750183
s3c1_k10_r3_,spalin,2.32353162486021
s3c1_k10_r3_,spalin-divide-beta1,1.481176117575832
s3c1_k10_r3_,spalin-divide-beta3,1.392012388390263
s3c1_k10_r3_,spalin-divide-beta5,1.27749585752506
s3c1_k10_r3_,spalin-divide-beta7,1.162949047867919
s3c1_k10_r3_,spalin-divide-beta10,1.074728297580974
s3c1_k10_r4_,spalin-spatialonly,2.472570729832795
s3c1_k10_r4_,spalin-divide-beta5-spatialonly,1.154897864832673
s3c1_k10_r4_,spalin,2.111014838069006
s3c1_k10_r4_,spalin-divide-beta1,1.411536831560071
s3c1_k10_r4_,spalin-divide-beta3,1.325922933249272
s3c1_k10_r4_,spalin-divide-beta5,1.224642232936875
s3c1_k10_r4_,spalin-divide-beta7,1.113940462871648
s3c1_k10_r4_,spalin-divide-beta10,1.028896582772627
s3c1_k10_r5_,spalin-spatialonly,2.472570729832795
s3c1_k10_r5_,spalin-divide-beta5-spatialonly,1.15493075113678
s3c1_k10_r5_,spalin,2.51805599758011
s3c1_k10_r5_,spalin-divide-beta1,1.542970756733255
s3c1_k10_r5_,spalin-divide-beta3,1.45290104484778
s3c1_k10_r5_,spalin-divide-beta5,1.328434001458386
s3c1_k10_r5_,spalin-divide-beta7,1.21623637356707
s3c1_k10_r5_,spalin-divide-beta10,1.135242876548459
s19c1_k10_r1_,spalin-spatialonly,3.92272413171358
s19c1_k10_r1_,spalin-divide-beta5-spatialonly,1.22148987411395
s19c1_k10_r1_,spalin,2.48643241099725
s19c1_k10_r1_,spalin-divide-beta1,1.52716063561137
s19c1_k10_r1_,spalin-divide-beta3,1.423662012884226
s19c1_k10_r1_,spalin-divide-beta5,1.314165524863474
s19c1_k10_r1_,spalin-divide-beta7,1.198328815070853
s19c1_k10_r1_,spalin-divide-beta10,0.973091174061975
s19c1_k10_r2_,spalin-spatialonly,3.92272413171358
s19c1_k10_r2_,spalin-divide-beta5-spatialonly,1.448712113552972
s19c1_k10_r2_,spalin,2.649851067088506
s19c1_k10_r2_,spalin-divide-beta1,1.57732661872429
s19c1_k10_r2_,spalin-divide-beta3,1.471777071282423
s19c1_k10_r2_,spalin-divide-beta5,1.359101345801542
s19c1_k10_r2_,spalin-divide-beta7,1.23802378933255
s19c1_k10_r2_,spalin-divide-beta10,1.03900985627151
s19c1_k10_r3_,spalin-spatialonly,3.92272413171358
s19c1_k10_r3_,spalin-divide-beta5-spatialonly,1.22150601456818
s19c1_k10_r3_,spalin,2.35750451638896
s19c1_k10_r3_,spalin-divide-beta1,1.48871629786289
s19c1_k10_r3_,spalin-divide-beta3,1.391493988628987
s19c1_k10_r3_,spalin-divide-beta5,1.288783831077539
s19c1_k10_r3_,spalin-divide-beta7,1.180381968792968
s19c1_k10_r3_,spalin-divide-beta10,0.9724797586473
s19c1_k10_r4_,spalin-spatialonly,3.92272413171358
s19c1_k10_r4_,spalin-divide-beta5-spatialonly,1.221571030608786
s19c1_k10_r4_,spalin,2.389049381076037
s19c1_k10_r4_,spalin-divide-beta1,1.49787726895433
s19c1_k10_r4_,spalin-divide-beta3,1.39802778046495
s19c1_k10_r4_,spalin-divide-beta5,1.291750812785959
s19c1_k10_r4_,spalin-divide-beta7,1.17806297189901
s19c1_k10_r4_,spalin-divide-beta10,0.95281280690563
s19c1_k10_r5_,spalin-spatialonly,3.92272413171358
s19c1_k10_r5_,spalin-divide-beta5-spatialonly,1.221495060689707
s19c1_k10_r5_,spalin,2.69923646710982
s19c1_k10_r5_,spalin-divide-beta1,1.590402847145986
s19c1_k10_r5_,spalin-divide-beta3,1.480202155502525
s19c1_k10_r5_,spalin-divide-beta5,1.361779196603535
s19c1_k10_r5_,spalin-divide-beta7,1.233064045488428
s19c1_k10_r5_,spalin-divide-beta10,1.02193888080341
s5c10_k10_r1_,spalin-spatialonly,2.632211452917029
s5c10_k10_r1_,spalin-divide-beta5-spatialonly,1.373261859924097
s5c10_k10_r1_,spalin,3.043405638850255
s5c10_k10_r1_,spalin-divide-beta1,1.689798985582133
s5c10_k10_r1_,spalin-divide-beta3,1.576255918723352
s5c10_k10_r1_,spalin-divide-beta5,1.423118164203195
s5c10_k10_r1_,spalin-divide-beta7,1.273239706333186
s5c10_k10_r1_,spalin-divide-beta10,1.1477618646631
s5c10_k10_r2_,spalin-spatialonly,2.632160313229846
s5c10_k10_r2_,spalin-divide-beta5-spatialonly,1.373218727821056
s5c10_k10_r2_,spalin,2.39509830055515
s5c10_k10_r2_,spalin-divide-beta1,1.5005963842281
s5c10_k10_r2_,spalin-divide-beta3,1.402950510339412
s5c10_k10_r2_,spalin-divide-beta5,1.292144210990564
s5c10_k10_r2_,spalin-divide-beta7,1.158597369583785
s5c10_k10_r2_,spalin-divide-beta10,1.045971921918655
s5c10_k10_r3_,spalin-spatialonly,2.632211452917029
s5c10_k10_r3_,spalin-divide-beta5-spatialonly,1.373245198914324
s5c10_k10_r3_,spalin,2.700955219224514
s5c10_k10_r3_,spalin-divide-beta1,1.59154212175629
s5c10_k10_r3_,spalin-divide-beta3,1.483454031355102
s5c10_k10_r3_,spalin-divide-beta5,1.356873799731496
s5c10_k10_r3_,spalin-divide-beta7,1.223910764676375
s5c10_k10_r3_,spalin-divide-beta10,1.089844840832442
s5c10_k10_r4_,spalin-spatialonly,2.632211452917029
s5c10_k10_r4_,spalin-divide-beta5-spatialonly,1.37334571160739
s5c10_k10_r4_,spalin,2.353457231358156
s5c10_k10_r4_,spalin-divide-beta1,1.4878260003655
s5c10_k10_r4_,spalin-divide-beta3,1.392002481913502
s5c10_k10_r4_,spalin-divide-beta5,1.29166423104641
s5c10_k10_r4_,spalin-divide-beta7,1.18972796772255
s5c10_k10_r4_,spalin-divide-beta10,1.058151439175093
s5c10_k10_r5_,spalin-spatialonly,2.632211452917029
s5c10_k10_r5_,spalin-divide-beta5-spatialonly,1.37323728177757
s5c10_k10_r5_,spalin,2.48052648070316
s5c10_k10_r5_,spalin-divide-beta1,1.524904388121047
s5c10_k10_r5_,spalin-divide-beta3,1.42158449043273
s5c10_k10_r5_,spalin-divide-beta5,1.304588271333759
s5c10_k10_r5_,spalin-divide-beta7,1.180733848404794
s5c10_k10_r5_,spalin-divide-beta10,1.063494799648767
s21c1_k10_r1_,spalin-spatialonly,4.084566744301973
s21c1_k10_r1_,spalin-divide-beta5-spatialonly,1.215860626566599
s21c1_k10_r1_,spalin,2.388538865188492
s21c1_k10_r1_,spalin-divide-beta1,1.506601882643646
s21c1_k10_r1_,spalin-divide-beta3,1.426666324204758
s21c1_k10_r1_,spalin-divide-beta5,1.310368920124725
s21c1_k10_r1_,spalin-divide-beta7,1.248055069184149
s21c1_k10_r1_,spalin-divide-beta10,1.136080761718068
s21c1_k10_r2_,spalin-spatialonly,4.084566744301973
s21c1_k10_r2_,spalin-divide-beta5-spatialonly,1.215538383722529
s21c1_k10_r2_,spalin,2.548811932826297
s21c1_k10_r2_,spalin-divide-beta1,1.55522818869045
s21c1_k10_r2_,spalin-divide-beta3,1.47050752053549
s21c1_k10_r2_,spalin-divide-beta5,1.34335695999166
s21c1_k10_r2_,spalin-divide-beta7,1.26082001782561
s21c1_k10_r2_,spalin-divide-beta10,1.17256173063516
s21c1_k10_r3_,spalin-spatialonly,4.05975082079675
s21c1_k10_r3_,spalin-divide-beta5-spatialonly,1.21497315526769
s21c1_k10_r3_,spalin,2.346567030145448
s21c1_k10_r3_,spalin-divide-beta1,1.493007144491596
s21c1_k10_r3_,spalin-divide-beta3,1.41207632100282
s21c1_k10_r3_,spalin-divide-beta5,1.32803282135132
s21c1_k10_r3_,spalin-divide-beta7,1.241445648815017
s21c1_k10_r3_,spalin-divide-beta10,1.12615848500861
s21c1_k10_r4_,spalin-spatialonly,4.084566744301973
s21c1_k10_r4_,spalin-divide-beta5-spatialonly,1.21487909188253
s21c1_k10_r4_,spalin,2.325955583212315
s21c1_k10_r4_,spalin-divide-beta1,1.486683000903538
s21c1_k10_r4_,spalin-divide-beta3,1.407472002831693
s21c1_k10_r4_,spalin-divide-beta5,1.32546035172293
s21c1_k10_r4_,spalin-divide-beta7,1.241220684415208
s21c1_k10_r4_,spalin-divide-beta10,1.1146850890764
s21c1_k10_r5_,spalin-spatialonly,4.084566744301973
s21c1_k10_r5_,spalin-divide-beta5-spatialonly,1.2152972140406
s21c1_k10_r5_,spalin,2.93801760815297
s21c1_k10_r5_,spalin-divide-beta1,1.669412889665286
s21c1_k10_r5_,spalin-divide-beta3,1.577470644754953
s21c1_k10_r5_,spalin-divide-beta5,1.425970915219526
s21c1_k10_r5_,spalin-divide-beta7,1.3263690977242
s21c1_k10_r5_,spalin-divide-beta10,1.245213646339971
s4c6_k10_r1_,spalin-spatialonly,3.8950144139752
s4c6_k10_r1_,spalin-divide-beta5-spatialonly,1.30896342464622
s4c6_k10_r1_,spalin,3.05014326525754
s4c6_k10_r1_,spalin-divide-beta1,1.695817273975739
s4c6_k10_r1_,spalin-divide-beta3,1.539409139823005
s4c6_k10_r1_,spalin-divide-beta5,1.40386723588879
s4c6_k10_r1_,spalin-divide-beta7,1.327469049939
s4c6_k10_r1_,spalin-divide-beta10,1.257728208065104
s4c6_k10_r2_,spalin-spatialonly,3.8950144139752
s4c6_k10_r2_,spalin-divide-beta5-spatialonly,1.308980771697051
s4c6_k10_r2_,spalin,3.34306822154375
s4c6_k10_r2_,spalin-divide-beta1,1.778193174339411
s4c6_k10_r2_,spalin-divide-beta3,1.612781542411569
s4c6_k10_r2_,spalin-divide-beta5,1.470404330107342
s4c6_k10_r2_,spalin-divide-beta7,1.38137240437259
s4c6_k10_r2_,spalin-divide-beta10,1.266585238411277
s4c6_k10_r3_,spalin-spatialonly,3.8950144139752
s4c6_k10_r3_,spalin-divide-beta5-spatialonly,1.30795402786891
s4c6_k10_r3_,spalin,3.08065729631248
s4c6_k10_r3_,spalin-divide-beta1,1.70464212805032
s4c6_k10_r3_,spalin-divide-beta3,1.55226022997665
s4c6_k10_r3_,spalin-divide-beta5,1.41545233747227
s4c6_k10_r3_,spalin-divide-beta7,1.323289204357676
s4c6_k10_r3_,spalin-divide-beta10,1.267166891128436
s4c6_k10_r4_,spalin-spatialonly,3.8950144139752
s4c6_k10_r4_,spalin-divide-beta5-spatialonly,1.309013700801969
s4c6_k10_r4_,spalin,2.252202963605848
s4c6_k10_r4_,spalin-divide-beta1,1.457908561476151
s4c6_k10_r4_,spalin-divide-beta3,1.369726805147785
s4c6_k10_r4_,spalin-divide-beta5,1.277736827076202
s4c6_k10_r4_,spalin-divide-beta7,1.177450398633572
s4c6_k10_r4_,spalin-divide-beta10,1.101034909999996
s4c6_k10_r5_,spalin-spatialonly,3.8950144139752
s4c6_k10_r5_,spalin-divide-beta5-spatialonly,1.308977477130747
s4c6_k10_r5_,spalin,3.4605812115791
s4c6_k10_r5_,spalin-divide-beta1,1.806229533432204
s4c6_k10_r5_,spalin-divide-beta3,1.628438065802009
s4c6_k10_r5_,spalin-divide-beta5,1.4691904145083
s4c6_k10_r5_,spalin-divide-beta7,1.368029561934565
s4c6_k10_r5_,spalin-divide-beta10,1.316953368666549
s8c3_k10_r1_,spalin-spatialonly,2.24421164437218
s8c3_k10_r1_,spalin-divide-beta5-spatialonly,1.265745937634629
s8c3_k10_r1_,spalin,2.20635953681831
s8c3_k10_r1_,spalin-divide-beta1,1.431254680320606
s8c3_k10_r1_,spalin-divide-beta3,1.318224057989
s8c3_k10_r1_,spalin-divide-beta5,1.19869978470765
s8c3_k10_r1_,spalin-divide-beta7,1.033031787000423
s8c3_k10_r1_,spalin-divide-beta10,0.903372214375761
s8c3_k10_r2_,spalin-spatialonly,2.24421164437218
s8c3_k10_r2_,spalin-divide-beta5-spatialonly,1.26737093249666
s8c3_k10_r2_,spalin,2.27071845604669
s8c3_k10_r2_,spalin-divide-beta1,1.449827957477886
s8c3_k10_r2_,spalin-divide-beta3,1.33010472970686
s8c3_k10_r2_,spalin-divide-beta5,1.202787732536985
s8c3_k10_r2_,spalin-divide-beta7,1.028123391445029
s8c3_k10_r2_,spalin-divide-beta10,0.92041033657803
s8c3_k10_r3_,spalin-spatialonly,2.24421164437218
s8c3_k10_r3_,spalin-divide-beta5-spatialonly,1.254745204983051
s8c3_k10_r3_,spalin,2.496710202419637
s8c3_k10_r3_,spalin-divide-beta1,1.523915385234189
s8c3_k10_r3_,spalin-divide-beta3,1.40631916778861
s8c3_k10_r3_,spalin-divide-beta5,1.277134764271428
s8c3_k10_r3_,spalin-divide-beta7,1.077992558204416
s8c3_k10_r3_,spalin-divide-beta10,0.950637952663658
s8c3_k10_r4_,spalin-spatialonly,2.24421164437218
s8c3_k10_r4_,spalin-divide-beta5-spatialonly,1.256257697941829
s8c3_k10_r4_,spalin,2.396430574769481
s8c3_k10_r4_,spalin-divide-beta1,1.49128721758917
s8c3_k10_r4_,spalin-divide-beta3,1.372219060895579
s8c3_k10_r4_,spalin-divide-beta5,1.245236725461305
s8c3_k10_r4_,spalin-divide-beta7,1.063583973228157
s8c3_k10_r4_,spalin-divide-beta10,0.923540821929512
s8c3_k10_r5_,spalin-spatialonly,2.244067707107105
s8c3_k10_r5_,spalin-divide-beta5-spatialonly,1.25427790425012
s8c3_k10_r5_,spalin,2.30299805050966
s8c3_k10_r5_,spalin-divide-beta1,1.46129781461602
s8c3_k10_r5_,spalin-divide-beta3,1.34203107228043
s8c3_k10_r5_,spalin-divide-beta5,1.21549453923979
s8c3_k10_r5_,spalin-divide-beta7,1.034863016595963
s8c3_k10_r5_,spalin-divide-beta10,0.895108579888335
s14c6_k10_r1_,spalin-spatialonly,2.70053934470967
s14c6_k10_r1_,spalin-divide-beta5-spatialonly,1.391626811827647
s14c6_k10_r1_,spalin,2.466124837755528
s14c6_k10_r1_,spalin-divide-beta1,1.515290102103749
s14c6_k10_r1_,spalin-divide-beta3,1.399145048243786
s14c6_k10_r1_,spalin-divide-beta5,1.27774868188542
s14c6_k10_r1_,spalin-divide-beta7,1.085821010422057
s14c6_k10_r1_,spalin-divide-beta10,0.887795006017123
s14c6_k10_r2_,spalin-spatialonly,2.70053934470967
s14c6_k10_r2_,spalin-divide-beta5-spatialonly,1.454512852366429
s14c6_k10_r2_,spalin,2.85636645820217
s14c6_k10_r2_,spalin-divide-beta1,1.62239897885164
s14c6_k10_r2_,spalin-divide-beta3,1.47982348789681
s14c6_k10_r2_,spalin-divide-beta5,1.328604093949536
s14c6_k10_r2_,spalin-divide-beta7,1.090163202032856
s14c6_k10_r2_,spalin-divide-beta10,0.857123075977078
s14c6_k10_r3_,spalin-spatialonly,2.70053934470967
s14c6_k10_r3_,spalin-divide-beta5-spatialonly,1.39528365940938
s14c6_k10_r3_,spalin,2.12376797092268
s14c6_k10_r3_,spalin-divide-beta1,1.40156434860815
s14c6_k10_r3_,spalin-divide-beta3,1.284836970217054
s14c6_k10_r3_,spalin-divide-beta5,1.160928460253778
s14c6_k10_r3_,spalin-divide-beta7,0.985517924825865
s14c6_k10_r3_,spalin-divide-beta10,0.810547007689378
s14c6_k10_r4_,spalin-spatialonly,2.70053934470967
s14c6_k10_r4_,spalin-divide-beta5-spatialonly,1.399249728278353
s14c6_k10_r4_,spalin,2.09803219328692
s14c6_k10_r4_,spalin-divide-beta1,1.394180316480602
s14c6_k10_r4_,spalin-divide-beta3,1.2794977565591
s14c6_k10_r4_,spalin-divide-beta5,1.15607507923715
s14c6_k10_r4_,spalin-divide-beta7,0.980316512369164
s14c6_k10_r4_,spalin-divide-beta10,0.79742639847894
s14c6_k10_r5_,spalin-spatialonly,2.70053934470967
s14c6_k10_r5_,spalin-divide-beta5-spatialonly,1.218380352123791
s14c6_k10_r5_,spalin,2.35302397118452
s14c6_k10_r5_,spalin-divide-beta1,1.47838941998308
s14c6_k10_r5_,spalin-divide-beta3,1.361767595157621
s14c6_k10_r5_,spalin-divide-beta5,1.237309818249065
s14c6_k10_r5_,spalin-divide-beta7,1.048233522407742
s14c6_k10_r5_,spalin-divide-beta10,0.865934164348531
s8c4_k10_r1_,spalin-spatialonly,3.90663843124187
s8c4_k10_r1_,spalin-divide-beta5-spatialonly,1.386464490699083
s8c4_k10_r1_,spalin,2.73783033434002
s8c4_k10_r1_,spalin-divide-beta1,1.608575692557224
s8c4_k10_r1_,spalin-divide-beta3,1.51371544800071
s8c4_k10_r1_,spalin-divide-beta5,1.416034225369017
s8c4_k10_r1_,spalin-divide-beta7,1.248634357884098
s8c4_k10_r1_,spalin-divide-beta10,1.151185059718688
s8c4_k10_r2_,spalin-spatialonly,3.907007043477364
s8c4_k10_r2_,spalin-divide-beta5-spatialonly,1.385978707894148
s8c4_k10_r2_,spalin,2.4715677963506
s8c4_k10_r2_,spalin-divide-beta1,1.527489123792512
s8c4_k10_r2_,spalin-divide-beta3,1.4354125493173
s8c4_k10_r2_,spalin-divide-beta5,1.339326458670638
s8c4_k10_r2_,spalin-divide-beta7,1.212868542034462
s8c4_k10_r2_,spalin-divide-beta10,1.102794530201456
s8c4_k10_r3_,spalin-spatialonly,3.907007043477364
s8c4_k10_r3_,spalin-divide-beta5-spatialonly,1.386818289444931
s8c4_k10_r3_,spalin,2.779430063182384
s8c4_k10_r3_,spalin-divide-beta1,1.62090043933294
s8c4_k10_r3_,spalin-divide-beta3,1.525426547841715
s8c4_k10_r3_,spalin-divide-beta5,1.426370959503253
s8c4_k10_r3_,spalin-divide-beta7,1.25072310835102
s8c4_k10_r3_,spalin-divide-beta10,1.18206590484396
s8c4_k10_r4_,spalin-spatialonly,3.907007043477364
s8c4_k10_r4_,spalin-divide-beta5-spatialonly,1.386481909746126
s8c4_k10_r4_,spalin,2.34540187550536
s8c4_k10_r4_,spalin-divide-beta1,1.48850539555643
s8c4_k10_r4_,spalin-divide-beta3,1.399710400350687
s8c4_k10_r4_,spalin-divide-beta5,1.307913957262329
s8c4_k10_r4_,spalin-divide-beta7,1.191489837312151
s8c4_k10_r4_,spalin-divide-beta10,1.085099479080709
s8c4_k10_r5_,spalin-spatialonly,3.90663843124187
s8c4_k10_r5_,spalin-divide-beta5-spatialonly,1.386499392447371
s8c4_k10_r5_,spalin,2.66427452491639
s8c4_k10_r5_,spalin-divide-beta1,1.585080551632378
s8c4_k10_r5_,spalin-divide-beta3,1.487405171843265
s8c4_k10_r5_,spalin-divide-beta5,1.384162100960722
s8c4_k10_r5_,spalin-divide-beta7,1.24844087952694
s8c4_k10_r5_,spalin-divide-beta10,1.13153720064212
s16c5_k10_r1_,spalin-spatialonly,4.56960167766668
s16c5_k10_r1_,spalin-divide-beta5-spatialonly,1.812971312810579
s16c5_k10_r1_,spalin,3.61361508265372
s16c5_k10_r1_,spalin-divide-beta1,1.855387538163384
s16c5_k10_r1_,spalin-divide-beta3,1.762066111984873
s16c5_k10_r1_,spalin-divide-beta5,1.667076604038433
s16c5_k10_r1_,spalin-divide-beta7,1.568750361675762
s16c5_k10_r1_,spalin-divide-beta10,1.361663511313352
s16c5_k10_r2_,spalin-spatialonly,4.56960167766668
s16c5_k10_r2_,spalin-divide-beta5-spatialonly,1.81546395597049
s16c5_k10_r2_,spalin,3.734505551628432
s16c5_k10_r2_,spalin-divide-beta1,1.885945058050738
s16c5_k10_r2_,spalin-divide-beta3,1.790172863913506
s16c5_k10_r2_,spalin-divide-beta5,1.690556978473509
s16c5_k10_r2_,spalin-divide-beta7,1.587833478555742
s16c5_k10_r2_,spalin-divide-beta10,1.330746116332428
s16c5_k10_r3_,spalin-spatialonly,4.56960167766668
s16c5_k10_r3_,spalin-divide-beta5-spatialonly,1.81598951160917
s16c5_k10_r3_,spalin,3.709773584420618
s16c5_k10_r3_,spalin-divide-beta1,1.879138306577967
s16c5_k10_r3_,spalin-divide-beta3,1.78255088684933
s16c5_k10_r3_,spalin-divide-beta5,1.68198426662641
s16c5_k10_r3_,spalin-divide-beta7,1.577850731768151
s16c5_k10_r3_,spalin-divide-beta10,1.324049174404358
s16c5_k10_r4_,spalin-spatialonly,4.56960167766668
s16c5_k10_r4_,spalin-divide-beta5-spatialonly,1.818705711228895
s16c5_k10_r4_,spalin,3.17160714384346
s16c5_k10_r4_,spalin-divide-beta1,1.737231177925098
s16c5_k10_r4_,spalin-divide-beta3,1.6471014144603
s16c5_k10_r4_,spalin-divide-beta5,1.553458888837129
s16c5_k10_r4_,spalin-divide-beta7,1.45662891112449
s16c5_k10_r4_,spalin-divide-beta10,1.24904911353646
s16c5_k10_r5_,spalin-spatialonly,4.56960167766668
s16c5_k10_r5_,spalin-divide-beta5-spatialonly,1.8146708163504
s16c5_k10_r5_,spalin,3.96271066909527
s16c5_k10_r5_,spalin-divide-beta1,1.9428852678935
s16c5_k10_r5_,spalin-divide-beta3,1.84463062553213
s16c5_k10_r5_,spalin-divide-beta5,1.74255668424704
s16c5_k10_r5_,spalin-divide-beta7,1.637240559247635
s16c5_k10_r5_,spalin-divide-beta10,1.357273925690304
s2c4_k10_r1_,spalin-spatialonly,2.5164458661226
s2c4_k10_r1_,spalin-divide-beta5-spatialonly,1.356557514227298
s2c4_k10_r1_,spalin,1.785102342961579
s2c4_k10_r1_,spalin-divide-beta1,1.288929742771414
s2c4_k10_r1_,spalin-divide-beta3,1.189912230997958
s2c4_k10_r1_,spalin-divide-beta5,1.083591429870916
s2c4_k10_r1_,spalin-divide-beta7,0.96938777647661
s2c4_k10_r1_,spalin-divide-beta10,0.803772705483218
s2c4_k10_r2_,spalin-spatialonly,2.5164458661226
s2c4_k10_r2_,spalin-divide-beta5-spatialonly,1.353580718761607
s2c4_k10_r2_,spalin,2.1872365901256
s2c4_k10_r2_,spalin-divide-beta1,1.429322839303745
s2c4_k10_r2_,spalin-divide-beta3,1.32543180422135
s2c4_k10_r2_,spalin-divide-beta5,1.214790807511146
s2c4_k10_r2_,spalin-divide-beta7,1.085818052299817
s2c4_k10_r2_,spalin-divide-beta10,0.928867096183399
s2c4_k10_r3_,spalin-spatialonly,2.5164458661226
s2c4_k10_r3_,spalin-divide-beta5-spatialonly,1.349093382111011
s2c4_k10_r3_,spalin,1.983654020394036
s2c4_k10_r3_,spalin-divide-beta1,1.359758208968494
s2c4_k10_r3_,spalin-divide-beta3,1.257608879794061
s2c4_k10_r3_,spalin-divide-beta5,1.14819346138582
s2c4_k10_r3_,spalin-divide-beta7,1.03057294026352
s2c4_k10_r3_,spalin-divide-beta10,0.868275907815489
s2c4_k10_r4_,spalin-spatialonly,2.5164458661226
s2c4_k10_r4_,spalin-divide-beta5-spatialonly,1.35045897735691
s2c4_k10_r4_,spalin,1.822701855598386
s2c4_k10_r4_,spalin-divide-beta1,1.304901645106855
s2c4_k10_r4_,spalin-divide-beta3,1.210186382175797
s2c4_k10_r4_,spalin-divide-beta5,1.10929669289175
s2c4_k10_r4_,spalin-divide-beta7,1.002702347586746
s2c4_k10_r4_,spalin-divide-beta10,0.850489536830154
s2c4_k10_r5_,spalin-spatialonly,2.5164458661226
s2c4_k10_r5_,spalin-divide-beta5-spatialonly,1.355858935340477
s2c4_k10_r5_,spalin,2.101988898493248
s2c4_k10_r5_,spalin-divide-beta1,1.399966903521412
s2c4_k10_r5_,spalin-divide-beta3,1.295464169784058
s2c4_k10_r5_,spalin-divide-beta5,1.183704958736945
s2c4_k10_r5_,spalin-divide-beta7,1.058324664150169
s2c4_k10_r5_,spalin-divide-beta10,0.899709496762823
s6c3_k10_r1_,spalin-spatialonly,3.637659315440128
s6c3_k10_r1_,spalin-divide-beta5-spatialonly,1.453858464958479
s6c3_k10_r1_,spalin,3.06869008622488
s6c3_k10_r1_,spalin-divide-beta1,1.707229007456831
s6c3_k10_r1_,spalin-divide-beta3,1.615491147767744
s6c3_k10_r1_,spalin-divide-beta5,1.520017713120972
s6c3_k10_r1_,spalin-divide-beta7,1.389134798479152
s6c3_k10_r1_,spalin-divide-beta10,1.22179715162006
s6c3_k10_r2_,spalin-spatialonly,3.637659315440128
s6c3_k10_r2_,spalin-divide-beta5-spatialonly,1.453830597625808
s6c3_k10_r2_,spalin,2.676361374470259
s6c3_k10_r2_,spalin-divide-beta1,1.594553860175824
s6c3_k10_r2_,spalin-divide-beta3,1.509411915400202
s6c3_k10_r2_,spalin-divide-beta5,1.42081404312743
s6c3_k10_r2_,spalin-divide-beta7,1.329116464169866
s6c3_k10_r2_,spalin-divide-beta10,1.1680134125027
s6c3_k10_r3_,spalin-spatialonly,3.637659315440128
